Applicant_ID,Age,Gender,Marital_Status,Dependents,Education,Employment_Type,Years_of_Employment,Monthly_Income,Loan_Amount,Loan_Term,Interest_Rate,Loan_Purpose,Existing_Loan,Monthly_EMI,Debt_to_Income_Ratio,Credit_Score,Previous_Default,Number_of_Late_Payments,Loan_Status
APP100197,23,Female,Single,2,Graduate,Business Owner,2.0,28500.0,157000,12,16.56,Education,1,14286.38,0.679,517.0,0,0,0
APP100198,57,Male,Married,0,High School,Salaried,1.4,20300.0,277000,60,15.47,Education,0,6658.35,0.328,543.0,0,2,0
APP100199,37,Male,Single,4,Post Graduate,Salaried,1.4,69300.0,565000,36,16.99,Home Renovation,1,20140.98,0.425,600.0,0,2,0
APP100200,22,Male,Married,0,Graduate,Business Owner,1.0,32900.0,324000,48,16.26,Medical,0,9225.45,0.28,537.0,0,3,1
APP100201,22,Female,Married,1,Graduate,Business Owner,1.0,36300.0,198000,24,16.17,Wedding,1,9710.79,0.338,555.0,0,3,1
APP100202,48,Female,Single,3,Post Graduate,Salaried,1.5,26600.0,232000,60,15.44,Wedding,0,5572.99,0.21,615.0,0,0,1
APP100203,43,Male,Divorced,4,Graduate,Self-Employed,1.2,54800.0,139000,24,14.56,Home Renovation,0,6710.62,0.122,587.0,0,1,1
APP100204,57,Male,Single,0,Graduate,Salaried,3.2,45700.0,222000,84,16.89,Debt Consolidation,0,4522.65,0.099,540.0,0,2,1
APP100205,52,Male,Widowed,0,Graduate,Salaried,0.7,75200.0,291000,48,16.91,Other,0,8383.27,0.111,,0,1,1
APP100206,53,Male,Single,2,High School,Business Owner,6.9,48900.0,223000,60,14.72,Education,0,5272.44,0.108,587.0,0,3,1
APP100207,21,Male,Single,0,High School,Business Owner,1.0,44600.0,141000,12,16.76,Medical,0,12843.82,0.288,641.0,1,6,0
APP100208,39,Female,Single,1,Post Graduate,Salaried,3.6,63200.0,375000,12,15.97,Other,0,34018.75,0.538,511.0,0,4,0
APP100209,22,Male,Single,2,Graduate,Salaried,1.0,32000.0,408000,24,20.88,Wedding,1,20941.31,0.758,546.0,1,7,0
APP100210,64,Female,Married,1,High School,Business Owner,6.6,38400.0,347000,48,15.61,Medical,1,9764.91,0.317,641.0,0,1,0
APP100211,46,Male,Married,0,Doctorate,Salaried,0.8,92600.0,858000,48,14.94,Business,0,23852.69,0.258,603.0,0,3,1
APP100212,52,Female,Married,1,High School,Salaried,2.7,19300.0,150000,48,16.53,Home Renovation,1,4291.87,0.359,539.0,0,3,0
APP100213,26,Male,,3,Graduate,Salaried,,85000.0,969000,48,,Medical,0,29507.68,,489.0,1,8,0
APP100214,52,Male,Married,2,Post Graduate,Salaried,8.1,64900.0,898000,60,14.51,Business,1,21133.08,0.404,659.0,0,2,1
APP100215,24,Male,Married,2,Graduate,Self-Employed,3.0,109700.0,1268000,84,17.2,Other,1,26059.37,0.371,554.0,0,1,1
APP100216,31,Male,Married,0,Post Graduate,Salaried,3.2,26200.0,120000,48,17.07,Travel,0,3466.95,0.132,501.0,0,3,0
APP100217,37,Male,Married,0,Doctorate,Salaried,8.7,32300.0,99000,36,16.22,Home Renovation,0,3491.31,0.108,579.0,0,1,1
APP100218,58,Female,Married,0,Post Graduate,Business Owner,2.6,71100.0,196000,36,14.64,Debt Consolidation,0,6759.9,0.095,644.0,0,5,0
APP100219,44,Female,Single,1,Graduate,Unemployed,0.0,9700.0,128000,84,16.49,Business,0,2578.2,0.266,534.0,0,1,0
APP100220,25,Male,Married,0,Graduate,Salaried,4.0,28900.0,206000,48,19.02,Wedding,1,6161.6,0.34,529.0,0,2,0
APP100221,54,Male,Married,1,Graduate,Salaried,0.2,19300.0,60000,48,17.08,Education,0,1733.79,0.09,549.0,0,2,0
APP100222,26,Male,Married,2,Post Graduate,Self-Employed,0.7,45400.0,629000,48,18.75,Debt Consolidation,0,18724.3,0.412,553.0,0,1,0
APP100223,42,Male,Single,2,Post Graduate,Salaried,7.1,52600.0,378000,24,16.51,Travel,1,18600.3,0.518,557.0,0,3,0
APP100224,31,Male,Single,0,Post Graduate,Salaried,0.6,24500.0,314000,48,17.18,Business,1,9089.75,0.548,537.0,0,1,0
APP100225,36,Female,Married,2,Graduate,Salaried,5.8,29600.0,158000,24,20.9,Home Renovation,1,8111.17,0.393,520.0,1,8,0
APP100226,53,Female,Single,2,Graduate,Business Owner,6.4,55000.0,286000,36,17.04,Debt Consolidation,0,10202.37,0.185,538.0,0,4,1
APP100227,29,Female,Single,0,Graduate,Unemployed,0.0,13500.0,198000,12,17.96,Business,0,18148.87,1.2,541.0,0,0,0
APP100228,26,Male,Married,0,High School,Business Owner,5.0,31500.0,161000,36,15.94,Debt Consolidation,1,5655.51,0.273,533.0,0,1,0
APP100229,36,Female,Married,2,Post Graduate,Self-Employed,8.5,34800.0,478000,60,17.25,Wedding,0,11943.88,0.343,568.0,0,3,1
APP100230,49,Female,Married,1,Graduate,Self-Employed,3.6,42300.0,306000,36,16.59,Medical,1,10847.4,0.334,531.0,0,1,1
APP100231,23,Male,Single,0,Graduate,Salaried,2.0,32700.0,173000,36,15.35,Wedding,1,6026.8,0.355,516.0,0,2,0
APP100232,40,Male,Divorced,0,Post Graduate,Salaried,4.2,22700.0,188000,48,16.17,Business,1,5344.36,0.295,526.0,0,1,0
APP100233,56,Female,Single,0,High School,Self-Employed,3.5,25500.0,150000,84,19.45,Business,0,3281.43,0.129,530.0,1,5,0
APP100234,39,Male,Married,4,Post Graduate,Self-Employed,3.6,38700.0,96000,60,20.01,Debt Consolidation,0,2543.95,0.066,540.0,1,4,0
APP100235,46,Male,Widowed,2,High School,Salaried,12.2,29400.0,119000,36,19.66,Other,0,4401.88,0.15,590.0,1,6,1
APP100236,23,Male,Married,1,Post Graduate,Salaried,1.4,32700.0,123000,84,17.46,Home Renovation,0,2546.41,0.078,602.0,1,7,1
APP100237,39,Male,Widowed,4,Graduate,Unemployed,0.0,8000.0,67000,48,18.94,Debt Consolidation,0,2001.19,0.25,542.0,1,7,0
APP100238,40,Male,Married,2,High School,Salaried,5.9,26500.0,133000,12,16.11,Home Renovation,1,12074.13,0.536,541.0,0,0,1
APP100239,52,Female,Single,2,Graduate,Salaried,1.4,50000.0,171000,84,19.29,Business,1,3724.5,0.246,536.0,1,3,0
APP100240,27,Female,Single,0,Post Graduate,Salaried,0.5,,112000,48,18.44,Business,1,3315.81,0.2,469.0,0,0,1
APP100241,61,Female,Single,1,Graduate,Salaried,15.4,137600.0,626000,48,14.03,Business,1,17115.8,0.177,606.0,0,2,1
APP100242,53,Male,Single,0,Graduate,Salaried,0.7,19300.0,234000,84,17.56,Education,0,4858.01,0.252,490.0,0,0,1
APP100243,60,Female,Married,1,Doctorate,Salaried,5.8,91700.0,1103000,36,14.64,Medical,0,38041.69,0.415,,0,1,1
APP100244,59,Male,Single,0,High School,Self-Employed,2.8,30700.0,436000,24,17.58,Medical,1,21678.53,0.774,635.0,1,4,0
APP100245,38,Male,Married,0,Post Graduate,Salaried,9.1,23500.0,242000,24,20.28,Other,0,12349.91,0.526,544.0,1,6,0
APP100246,60,Male,Married,0,Graduate,Self-Employed,7.4,33100.0,193000,36,19.61,Wedding,0,7134.28,0.216,511.0,1,8,0
APP100247,21,Male,Married,1,Graduate,Salaried,0.8,17000.0,157000,24,16.6,Medical,0,7732.29,0.455,512.0,0,6,0
APP100248,31,Female,Widowed,3,Graduate,Salaried,3.2,37800.0,269000,24,18.63,Home Renovation,1,13511.61,0.41,533.0,1,8,1
APP100249,48,Male,Single,1,Graduate,Business Owner,0.1,39000.0,131000,60,15.81,Travel,0,3172.46,0.081,609.0,0,0,1
APP100250,45,Male,Married,3,High School,Self-Employed,2.8,22700.0,94000,36,17.96,Home Renovation,0,3396.44,0.15,461.0,0,2,0
APP100251,43,Male,Married,2,Graduate,Self-Employed,6.0,23500.0,265000,48,17.84,Education,0,7762.24,0.33,510.0,0,4,1
APP100252,51,Female,Single,1,Graduate,Salaried,1.3,60400.0,880000,36,14.98,Home Renovation,0,30496.87,0.505,603.0,0,2,1
APP100253,50,Male,Married,0,Graduate,Salaried,8.3,33500.0,357000,48,21.46,Wedding,0,11143.27,0.333,504.0,1,8,0
APP100254,62,Female,Married,3,Graduate,Business Owner,0.3,50400.0,542000,84,16.36,Home Renovation,0,10876.66,0.216,592.0,0,2,1
APP100255,55,Male,Married,0,Graduate,Salaried,0.2,39700.0,494000,12,15.03,Home Renovation,0,44594.6,1.123,527.0,0,1,0
APP100256,27,Male,Married,2,Graduate,Business Owner,0.1,47900.0,586000,12,16.4,Business,1,53279.27,1.177,593.0,0,1,0
APP100257,36,Female,Married,2,Post Graduate,Self-Employed,1.6,44100.0,493000,24,16.1,Home Renovation,1,24162.38,0.631,552.0,0,0,0
APP100258,46,Male,Married,1,Graduate,Self-Employed,3.1,85300.0,1074000,36,15.05,Other,0,37256.87,0.437,573.0,0,2,1
APP100259,22,Male,Single,0,High School,Self-Employed,0.6,97800.0,848000,84,15.65,Wedding,1,16674.43,0.273,591.0,0,3,0
APP100260,21,Female,Married,1,Graduate,Salaried,1.0,74900.0,289000,36,15.61,Education,0,10104.83,0.135,559.0,0,2,0
APP100261,32,Male,Divorced,3,Post Graduate,Salaried,,47700.0,562000,36,19.46,Education,1,20731.62,0.577,527.0,1,6,0
APP100262,25,Female,Divorced,3,High School,Self-Employed,3.7,31200.0,154000,48,18.8,Debt Consolidation,0,4588.38,0.147,523.0,1,7,0
APP100263,57,Male,Married,4,Graduate,Business Owner,4.2,78400.0,1086000,84,18.09,Business,0,22882.7,0.292,514.0,0,1,1
APP100264,52,Male,Married,0,Post Graduate,Salaried,13.1,32300.0,95000,24,17.28,Wedding,1,4709.81,0.285,550.0,0,4,1
APP100265,29,Male,Widowed,1,Graduate,Salaried,7.3,85400.0,334000,48,19.03,Business,0,9991.93,0.117,488.0,0,3,1
APP100266,61,Male,Married,0,Graduate,Salaried,0.9,53900.0,422000,48,13.12,Other,1,11346.35,0.295,675.0,0,0,1
APP100267,55,Female,Married,4,Post Graduate,Self-Employed,7.9,45200.0,437000,24,17.13,Debt Consolidation,1,21633.58,0.534,582.0,1,7,0
APP100268,39,Female,Single,0,High School,Salaried,1.3,33500.0,307000,24,16.03,Travel,1,15036.08,0.513,572.0,0,1,1
APP100269,36,Male,Widowed,1,Graduate,Business Owner,2.8,62100.0,322000,48,17.0,Home Renovation,0,9291.32,0.15,529.0,0,1,1
APP100270,23,Male,Married,3,Graduate,Salaried,2.0,29300.0,165000,48,18.28,Debt Consolidation,0,4871.05,0.166,562.0,1,8,0
APP100271,40,Female,Married,1,High School,Business Owner,6.3,60900.0,417000,36,15.88,Business,0,14635.79,0.24,613.0,0,0,0
APP100272,44,Male,Single,1,High School,Business Owner,0.8,68600.0,503000,60,14.43,Home Renovation,0,11816.36,0.172,609.0,0,2,0
APP100273,53,Male,Married,0,Graduate,Salaried,0.4,31800.0,406000,36,20.02,Debt Consolidation,0,15092.55,0.475,547.0,1,2,0
APP100274,44,Male,Married,1,High School,Salaried,10.1,22900.0,59000,36,15.57,Home Renovation,0,2061.76,0.09,613.0,0,2,1
APP100275,31,Male,Married,3,Graduate,Business Owner,8.8,43100.0,533000,36,15.54,Other,1,18617.88,0.525,545.0,0,0,1
APP100276,28,Female,Single,1,Doctorate,Salaried,3.7,32600.0,452000,24,17.68,Travel,1,22495.87,0.774,566.0,1,6,0
APP100277,56,Female,Married,0,Post Graduate,Salaried,5.4,20500.0,246000,24,15.89,Medical,1,12032.0,0.752,559.0,0,2,1
APP100278,58,Male,Single,0,Graduate,Business Owner,6.4,36600.0,492000,48,14.16,Medical,0,13484.15,0.368,522.0,0,2,1
APP100279,60,Female,Married,0,High School,Salaried,3.2,18000.0,188000,36,17.61,Home Renovation,0,6759.93,0.376,466.0,0,4,0
APP100280,40,Male,Single,1,Graduate,Salaried,1.5,88000.0,321000,24,15.57,Debt Consolidation,1,15651.29,0.268,560.0,0,0,1
APP100281,55,Male,Single,0,Graduate,Salaried,3.3,28900.0,309000,36,18.55,Business,1,11256.53,0.544,545.0,1,6,0
APP100282,45,Male,Single,2,Doctorate,Business Owner,15.1,91200.0,457000,12,14.45,Education,0,41129.54,0.451,605.0,0,3,1
APP100283,55,Female,Single,1,Doctorate,Salaried,9.1,42400.0,429000,36,15.25,Wedding,1,14924.0,0.531,632.0,0,2,0
APP100284,45,Male,Single,2,Graduate,Salaried,3.1,88500.0,1094000,36,14.34,Medical,0,37571.24,0.425,642.0,0,3,1
APP100285,49,Male,Divorced,0,High School,Salaried,1.3,26400.0,120000,60,16.53,Business,0,2952.07,0.112,577.0,0,3,1
APP100286,38,Male,Married,2,Post Graduate,Business Owner,11.0,31700.0,423000,48,16.93,Debt Consolidation,0,12190.37,0.385,602.0,0,3,0
APP100287,38,Male,Married,1,Post Graduate,Self-Employed,5.1,72600.0,1020000,36,17.51,Other,1,36625.2,0.69,575.0,0,2,0
APP100288,22,Male,Married,1,Graduate,Salaried,1.0,41300.0,111000,36,17.22,Business,0,3969.62,0.096,552.0,0,0,1
APP100289,55,Female,Married,4,Graduate,Self-Employed,,72900.0,763000,84,13.98,Home Renovation,1,14290.2,0.36,593.0,0,2,0
APP100290,36,Male,Divorced,0,Graduate,Salaried,7.0,33600.0,308000,24,17.99,Business,1,15375.14,0.521,570.0,0,0,1
APP100291,61,Female,Single,1,Post Graduate,Self-Employed,1.9,54800.0,157000,48,15.17,Home Renovation,0,4382.97,0.08,600.0,0,1,1
APP100292,56,Male,Single,0,High School,Unemployed,0.0,8000.0,80000,48,15.88,Home Renovation,1,2262.31,0.417,519.0,0,2,0
APP100293,53,Male,Widowed,1,Post Graduate,Salaried,4.7,,564000,36,16.96,Education,1,20096.91,0.331,562.0,1,6,0
APP100294,24,Male,Married,1,High School,Unemployed,0.0,8000.0,20000,24,16.84,Medical,0,987.31,0.123,512.0,0,2,0
APP100295,53,Male,Single,0,Post Graduate,Self-Employed,4.2,48800.0,560000,24,16.58,Education,1,27574.79,0.682,562.0,0,1,1
APP100296,34,Male,Single,2,Graduate,Salaried,6.0,32400.0,484000,36,14.91,Debt Consolidation,0,16756.7,0.517,624.0,0,2,0
APP100297,41,Male,Single,2,High School,Self-Employed,3.9,27800.0,321000,24,19.57,Wedding,1,16270.2,0.65,533.0,1,3,1
APP100298,40,Female,Widowed,2,High School,Salaried,5.0,44400.0,465000,36,13.52,Education,1,15784.41,0.424,695.0,0,3,1
APP100299,28,Female,Single,0,Graduate,Salaried,0.4,22900.0,316000,48,15.77,Debt Consolidation,1,8918.35,0.528,604.0,0,1,0
APP100300,27,Male,Divorced,0,High School,Self-Employed,5.5,46300.0,548000,36,17.29,Home Renovation,1,19616.88,0.544,512.0,0,1,1
APP100301,23,,,2,Graduate,Business Owner,1.1,20300.0,255000,48,,,0,7408.26,,583.0,0,2,1
APP100302,37,Male,Married,0,Graduate,Salaried,2.5,13900.0,53000,84,17.91,Education,1,1111.15,0.206,523.0,0,1,1
APP100303,53,Male,Single,2,High School,Business Owner,3.6,73500.0,241000,24,15.77,Wedding,0,11773.64,0.16,607.0,0,0,1
APP100304,32,Male,Single,0,Graduate,Business Owner,5.8,27200.0,373000,24,16.92,Home Renovation,0,18427.63,0.677,624.0,0,3,0
APP100305,42,Female,Married,0,Graduate,Salaried,6.8,38300.0,530000,24,16.26,Business,1,26016.34,0.849,,0,1,0
APP100306,42,Male,Married,3,Graduate,Business Owner,6.1,39700.0,193000,48,20.17,Other,0,5890.56,0.148,547.0,1,8,0
APP100307,50,Male,Married,2,Graduate,Salaried,,43100.0,554000,36,15.69,Business,0,19392.31,0.45,591.0,0,3,0
APP100308,58,Male,Married,2,Graduate,Salaried,2.4,37300.0,540000,24,15.06,Home Renovation,1,26198.19,0.901,547.0,0,2,0
APP100309,58,Male,Divorced,3,Graduate,Unemployed,0.0,15300.0,83000,48,21.85,Other,0,2608.25,0.17,434.0,1,2,0
APP100310,65,Female,Married,2,High School,Salaried,1.6,14200.0,59000,60,16.51,Debt Consolidation,0,1450.8,0.102,584.0,0,3,0
APP100311,28,Male,Married,1,High School,Self-Employed,2.5,44700.0,255000,24,16.67,Business,1,12567.38,0.414,570.0,0,1,1
APP100312,47,Male,Divorced,4,High School,Self-Employed,5.2,31100.0,320000,48,19.56,Travel,0,9662.86,0.311,561.0,1,8,0
APP100313,47,Female,Single,2,Graduate,Salaried,1.1,16900.0,234000,36,20.61,Education,1,8769.18,0.615,540.0,1,2,0
APP100314,54,Male,Single,2,Graduate,Self-Employed,3.5,30600.0,324000,60,15.25,Home Renovation,0,7750.52,0.253,660.0,0,2,1
APP100315,41,Female,Single,1,Graduate,Salaried,10.8,16300.0,77000,36,15.63,Other,0,2693.05,0.165,605.0,0,1,1
APP100316,50,Male,Single,3,Post Graduate,Salaried,6.6,20500.0,130000,36,19.64,Medical,1,4807.45,0.406,518.0,1,3,0
APP100317,53,Male,Married,0,Graduate,Business Owner,6.5,36500.0,311000,48,16.59,Business,1,8908.08,0.422,578.0,0,1,0
APP100318,48,Female,Single,0,Graduate,Unemployed,0.0,16400.0,69000,36,14.7,Education,1,2381.78,0.303,584.0,0,3,0
APP100319,53,Male,Married,0,High School,Salaried,9.4,34000.0,382000,48,14.56,Wedding,0,10546.34,0.31,632.0,0,2,0
APP100320,25,Male,Widowed,0,Post Graduate,Salaried,2.5,90400.0,1056000,48,16.0,Business,1,29927.34,0.496,502.0,0,1,1
APP100321,39,Male,Single,0,Graduate,Salaried,7.1,37700.0,335000,60,18.06,Education,1,8517.74,0.407,546.0,0,2,1
APP100322,24,Male,Married,3,Post Graduate,Business Owner,0.3,128100.0,1253000,12,15.06,Travel,1,113129.14,0.993,520.0,0,2,0
APP100323,55,Female,Single,2,Post Graduate,Salaried,0.3,97300.0,524000,36,13.33,Home Renovation,1,17739.04,0.355,608.0,0,2,1
APP100324,37,Female,Single,0,Post Graduate,Salaried,2.0,29400.0,169000,36,20.74,Travel,1,6344.55,0.392,505.0,1,7,0
APP100325,64,Female,Married,2,Post Graduate,Business Owner,1.1,61100.0,258000,60,14.4,Business,1,6056.85,0.161,645.0,0,1,1
APP100326,48,Female,Divorced,1,Graduate,Salaried,,25300.0,225000,12,15.31,Business,1,20341.05,0.964,611.0,0,2,0
APP100327,50,Male,Married,1,Graduate,Salaried,1.0,33800.0,225000,24,18.01,Debt Consolidation,1,11234.01,0.491,542.0,1,5,0
APP100328,49,Male,Single,1,Post Graduate,Salaried,18.6,108200.0,562000,60,17.0,Travel,0,13967.15,0.129,577.0,0,0,1
APP100329,26,Male,Married,3,Post Graduate,Business Owner,5.0,42800.0,114000,36,16.08,Medical,0,4012.41,0.094,523.0,0,0,0
APP100330,55,Male,Single,0,Graduate,Salaried,20.2,20100.0,182000,48,14.88,Travel,0,5054.13,0.251,620.0,0,1,1
APP100331,61,Male,Single,0,Graduate,Salaried,8.2,20700.0,62000,36,16.37,Business,0,2191.08,0.106,606.0,1,3,1
APP100332,57,Female,Married,0,Post Graduate,Business Owner,15.1,48400.0,553000,60,14.95,Education,0,13141.32,0.272,606.0,0,2,1
APP100333,44,Male,Single,2,Graduate,Business Owner,2.3,295300.0,2000000,12,21.19,Business,0,186409.97,0.631,492.0,1,6,0
APP100334,49,Male,Married,2,High School,Salaried,3.4,60700.0,411000,12,16.53,Home Renovation,1,37393.54,0.8,605.0,0,2,0
APP100335,51,Male,Married,0,Graduate,Self-Employed,1.4,9500.0,100000,36,19.73,Education,0,3702.62,0.39,432.0,1,4,0
APP100336,55,Female,Married,0,High School,Salaried,5.1,28500.0,279000,60,20.2,Other,0,7422.88,0.26,468.0,0,1,1
APP100337,53,Female,Single,2,Graduate,Salaried,7.8,26500.0,228000,48,14.28,Other,0,6262.51,0.236,613.0,0,1,1
APP100338,41,Female,Widowed,2,Post Graduate,Salaried,3.5,77300.0,1094000,48,18.0,Debt Consolidation,1,32136.25,0.567,523.0,0,3,0
APP100339,52,Male,Married,1,Graduate,Salaried,1.8,20100.0,292000,60,14.83,Wedding,1,6920.63,0.401,554.0,0,1,0
APP100340,43,Female,Married,3,Post Graduate,Self-Employed,3.5,30900.0,381000,12,15.5,Debt Consolidation,0,34478.37,1.116,559.0,0,3,0
APP100341,53,Male,Single,4,Doctorate,Salaried,0.3,43700.0,575000,48,21.23,Other,0,17876.48,0.409,522.0,1,5,0
APP100342,23,Female,Married,0,Post Graduate,Salaried,2.0,33400.0,245000,24,15.75,Home Renovation,1,11966.72,0.481,551.0,0,2,0
APP100343,38,Male,Married,1,Doctorate,Salaried,3.0,80500.0,1167000,48,15.51,Education,0,32780.98,0.407,550.0,0,1,0
APP100344,45,Male,Single,0,Graduate,Unemployed,0.0,8000.0,61000,48,16.66,Other,1,1749.45,0.287,513.0,0,1,0
APP100345,62,Male,Single,2,Graduate,Salaried,11.4,60000.0,772000,12,13.65,Debt Consolidation,0,69188.58,1.153,587.0,0,3,0
APP100346,51,Female,Married,1,Post Graduate,Self-Employed,12.8,34600.0,491000,60,14.74,Debt Consolidation,1,11613.95,0.389,567.0,0,0,0
APP100347,23,Male,Divorced,0,Graduate,Salaried,0.7,56000.0,653000,36,19.95,Business,0,24251.19,0.433,521.0,1,5,0
APP100348,60,Female,Married,2,Graduate,Self-Employed,27.7,22400.0,85000,12,13.85,Education,0,7625.91,0.34,587.0,0,6,0
APP100349,44,Male,Single,2,Graduate,Salaried,17.5,49400.0,655000,24,14.25,Other,0,31525.85,0.638,647.0,0,0,0
APP100350,52,Male,Married,0,Graduate,Salaried,4.9,28300.0,100000,60,20.38,Medical,0,2670.58,0.094,541.0,1,7,0
APP100351,42,Male,Divorced,0,Post Graduate,Self-Employed,8.7,81100.0,1123000,36,17.72,Business,1,40441.58,0.619,543.0,1,8,0
APP100352,43,Male,Married,0,Graduate,Salaried,0.1,10700.0,156000,48,17.53,Wedding,0,4544.28,0.425,499.0,0,3,0
APP100353,22,Male,Single,2,Post Graduate,Salaried,1.0,31900.0,365000,36,19.42,Education,1,13457.08,0.594,514.0,1,7,0
APP100354,47,Male,Divorced,2,Graduate,Salaried,3.0,65100.0,850000,12,17.0,Travel,0,77524.04,1.191,556.0,0,1,0
APP100355,62,Female,Single,1,Graduate,Salaried,12.0,32800.0,97000,48,16.64,Wedding,0,2780.91,0.085,623.0,0,7,1
APP100356,22,Male,Married,1,High School,Self-Employed,1.0,13700.0,75000,84,16.21,Education,0,1498.64,0.109,488.0,0,2,0
APP100357,46,Female,Married,2,Post Graduate,Salaried,7.8,33200.0,353000,36,18.4,Education,1,12832.74,0.568,554.0,1,3,0
APP100358,37,Female,Divorced,1,High School,Salaried,2.7,35200.0,465000,24,15.63,Travel,1,22685.73,0.701,581.0,0,1,0
APP100359,60,Female,Divorced,2,Doctorate,Salaried,2.3,38700.0,530000,24,16.42,Business,1,26056.93,0.812,585.0,0,0,0
APP100360,53,Male,Divorced,1,Post Graduate,Salaried,14.7,84400.0,693000,24,13.55,Debt Consolidation,0,33125.8,0.392,587.0,0,1,1
APP100361,29,Male,Single,3,Graduate,Salaried,6.0,62500.0,375000,60,16.42,Home Renovation,0,9203.17,0.147,616.0,0,0,1
APP100362,63,Male,Divorced,0,Doctorate,Salaried,9.2,81100.0,549000,84,15.72,Business,0,10816.9,0.133,647.0,0,2,1
APP100363,59,Male,Single,0,Graduate,Salaried,3.9,60800.0,448000,24,15.37,Other,0,21800.86,0.359,618.0,0,3,0
APP100364,49,Female,Single,0,High School,Business Owner,12.5,28100.0,270000,12,15.76,Other,0,24466.68,0.871,596.0,0,3,0
APP100365,62,Male,Married,2,Graduate,Salaried,6.7,76400.0,864000,24,14.32,Travel,1,41613.86,0.657,588.0,0,4,0
APP100366,46,Male,Married,1,Graduate,Business Owner,0.4,77700.0,196000,36,14.38,Other,0,6735.05,0.087,521.0,0,1,1
APP100367,55,Female,Married,0,Graduate,Business Owner,7.3,42600.0,463000,60,16.55,Medical,0,11395.01,0.267,518.0,0,3,0
APP100368,45,Male,Married,4,Graduate,Salaried,0.1,16100.0,183000,36,15.13,Education,0,6355.41,0.395,525.0,0,1,1
APP100369,44,Female,Divorced,3,Post Graduate,Salaried,8.8,14500.0,157000,36,16.23,Wedding,1,5537.5,0.482,553.0,0,1,0
APP100370,33,Male,Single,4,Graduate,Salaried,2.0,59600.0,763000,12,16.81,Medical,0,69520.45,1.166,550.0,0,5,0
APP100371,27,Female,Single,0,Graduate,Self-Employed,4.6,17900.0,267000,36,17.94,Debt Consolidation,1,9644.66,0.725,531.0,0,2,0
APP100372,56,Male,Divorced,3,Graduate,Self-Employed,6.9,25200.0,168000,48,15.01,Travel,1,4676.42,0.315,627.0,0,2,1
APP100373,65,Male,Single,0,Graduate,Self-Employed,5.1,50700.0,206000,12,13.53,Home Renovation,0,18450.62,0.364,656.0,0,0,0
APP100374,40,Male,Married,0,High School,Salaried,5.6,15200.0,196000,24,20.19,Wedding,1,9993.78,0.791,492.0,1,7,0
APP100375,21,Female,Married,1,Graduate,Salaried,1.0,122700.0,315000,24,17.07,Education,0,15584.91,0.127,583.0,0,4,0
APP100376,28,Male,Married,1,Post Graduate,Business Owner,2.3,66500.0,289000,60,16.75,Other,0,7143.6,0.107,565.0,0,3,1
APP100377,36,Male,Married,0,Graduate,Salaried,4.0,76000.0,1105000,36,16.63,Business,0,39193.09,0.516,605.0,0,0,0
APP100378,34,Female,Single,1,High School,Unemployed,0.0,12200.0,167000,48,17.8,Business,1,4888.19,0.502,594.0,1,4,0
APP100379,32,Female,Divorced,2,Graduate,Salaried,1.0,10200.0,70000,36,15.1,Debt Consolidation,0,2430.0,0.238,612.0,0,1,1
APP100380,43,Female,Single,1,Graduate,Salaried,3.2,52700.0,685000,36,15.6,Home Renovation,1,23947.51,0.603,599.0,1,7,0
APP100381,35,Female,Married,1,Post Graduate,Business Owner,,58500.0,246000,24,18.42,Travel,0,12331.31,0.211,560.0,1,5,0
APP100382,48,Male,Single,0,Doctorate,Self-Employed,5.0,61900.0,850000,24,17.74,Debt Consolidation,1,42328.78,0.8,563.0,0,0,0
